规则格网体积计算
	基本信息
--------------------------------------------------------------------------------------------------
基准高程:9
单位网格边长:1
网格纵向个数:56
网格横向个数:26
单位网格总数:1456
总体积:3055.323
填方体积:0
挖方体积:3055.323

	凸包点信息
--------------------------------------------------------------------------------------------------
点号          X坐标         Y坐标         高程          
11,31          3775.116       2856.174       11.4123420490559 2.41234204905588
11,32          3776.116       2856.174       11.3010431435603 2.30104314356029
11,33          3777.116       2856.174       11.2313689655108 2.23136896551082
11,34          3778.116       2856.174       11.2072111640238 2.20721116402376
11,35          3779.116       2856.174       11.1214242029528 2.12142420295283
11,36          3780.116       2856.174       10.9528906395656 1.95289063956562
11,37          3781.116       2856.174       10.9124385510881 1.91243855108805
11,38          3782.116       2856.174       10.9680082532926 1.96800825329261
11,39          3783.116       2856.174       10.9803162592616 1.98031625926159
11,40          3784.116       2856.174       10.9528652302795 1.95286523027947
11,41          3785.116       2856.174       10.9022929427198 1.90229294271982
11,42          3786.116       2856.174       10.9237011262478 1.92370112624783
11,43          3787.116       2856.174       11.0299010188842 2.02990101888423
11,44          3788.116       2856.174       11.1284144691434 2.12841446914342
11,45          3789.116       2856.174       11.1802241392099 2.18022413920989
11,46          3790.116       2856.174       11.1911232827413 2.19112328274129
11,47          3791.116       2856.174       11.2006897358062 2.20068973580624
11,48          3792.116       2856.174       11.2299782516043 2.2299782516043
11,49          3793.116       2856.174       11.2586875084465 2.25868750844653
11,50          3794.116       2856.174       11.2537958830295 2.25379588302948
11,51          3795.116       2856.174       11.1975675288579 2.19756752885786
11,52          3796.116       2856.174       11.1211693121413 2.12116931214128
11,53          3797.116       2856.174       11.0479597108745 2.04795971087452
11,54          3798.116       2856.174       10.8777796068186 1.87777960681856
12,1           3745.116       2857.174       12.0574246165697 3.05742461656974
12,2           3746.116       2857.174       12.2623423252853 3.26234232528535
12,3           3747.116       2857.174       12.5798949082006 3.57989490820062
12,4           3748.116       2857.174       12.9945500902169 3.99455009021693
12,5           3749.116       2857.174       13.1321186144276 4.13211861442758
12,6           3750.116       2857.174       12.9847393923914 3.98473939239137
12,7           3751.116       2857.174       12.897863799711 3.89786379971099
12,8           3752.116       2857.174       12.8579972999981 3.85799729999806
12,9           3753.116       2857.174       12.8909121191945 3.89091211919452
12,10          3754.116       2857.174       12.9622494733329 3.96224947333295
12,11          3755.116       2857.174       13.0768780425243 4.07687804252431
12,12          3756.116       2857.174       13.2769564442213 4.27695644422129
12,13          3757.116       2857.174       13.585658774247 4.58565877424701
12,14          3758.116       2857.174       13.7068439130575 4.70684391305749
12,15          3759.116       2857.174       13.5622665152098 4.56226651520984
12,16          3760.116       2857.174       13.3789852009856 4.37898520098563
12,17          3761.116       2857.174       13.3128661214332 4.31286612143315
12,18          3762.116       2857.174       13.3034677785279 4.3034677785279
12,19          3763.116       2857.174       13.2843690144744 4.28436901447441
12,20          3764.116       2857.174       13.2909042174531 4.29090421745312
12,21          3765.116       2857.174       13.2954436678575 4.29544366785747
12,22          3766.116       2857.174       13.3336464786561 4.33364647865614
12,23          3767.116       2857.174       13.3743947478627 4.37439474786266
12,24          3768.116       2857.174       13.6258953069023 4.62589530690233
12,25          3769.116       2857.174       13.3915409577454 4.39154095774543
12,26          3770.116       2857.174       12.6870217847308 3.68702178473078
12,27          3771.116       2857.174       12.2925531747564 3.29255317475645
12,28          3772.116       2857.174       12.0084188996698 3.00841889966976
12,29          3773.116       2857.174       11.778203193438 2.77820319343804
12,30          3774.116       2857.174       11.5231629833721 2.52316298337208
12,31          3775.116       2857.174       11.3018048212561 2.30180482125611
12,32          3776.116       2857.174       11.1692357190649 2.16923571906485
12,33          3777.116       2857.174       11.1288075796277 2.12880757962772
12,34          3778.116       2857.174       11.1252181039088 2.12521810390881
12,35          3779.116       2857.174       11.0896206791796 2.08962067917958
12,36          3780.116       2857.174       11.0577369948304 2.05773699483037
12,37          3781.116       2857.174       11.0563882043211 2.05638820432113
12,38          3782.116       2857.174       11.0340676343626 2.03406763436265
12,39          3783.116       2857.174       10.9829341993622 1.98293419936223
12,40          3784.116       2857.174       10.8741948140685 1.87419481406849
12,41          3785.116       2857.174       10.836279425603 1.83627942560301
12,42          3786.116       2857.174       10.9665483745563 1.96654837455628
12,43          3787.116       2857.174       11.1305866740823 2.13058667408234
12,44          3788.116       2857.174       11.3736387434341 2.37363874343412
12,45          3789.116       2857.174       11.469887580908 2.46988758090802
12,46          3790.116       2857.174       11.356682492278 2.35668249227804
12,47          3791.116       2857.174       11.3092515923117 2.30925159231171
12,48          3792.116       2857.174       11.3433939587267 2.34339395872665
12,49          3793.116       2857.174       11.4230332333729 2.42303323337287
12,50          3794.116       2857.174       11.4503499527999 2.45034995279987
12,51          3795.116       2857.174       11.3619930384397 2.3619930384397
12,52          3796.116       2857.174       11.2494840351382 2.24948403513819
12,53          3797.116       2857.174       11.1518547462474 2.15185474624739
12,54          3798.116       2857.174       10.9960694694321 1.99606946943215
13,1           3745.116       2858.174       11.9615844076892 2.96158440768924
13,2           3746.116       2858.174       12.1721463502334 3.17214635023342
13,3           3747.116       2858.174       12.4413200989559 3.44132009895593
13,4           3748.116       2858.174       12.6436530676039 3.64365306760389
13,5           3749.116       2858.174       12.7140166533245 3.71401665332446
13,6           3750.116       2858.174       12.7024809885859 3.70248098858588
13,7           3751.116       2858.174       12.6987345415349 3.69873454153494
13,8           3752.116       2858.174       12.7637396317529 3.76373963175291
13,9           3753.116       2858.174       12.8537091627636 3.85370916276357
13,10          3754.116       2858.174       12.9020099755117 3.90200997551168
13,11          3755.116       2858.174       12.9604858569019 3.96048585690187
13,12          3756.116       2858.174       13.0641627642257 4.06416276422571
13,13          3757.116       2858.174       13.205407967121 4.20540796712105
13,14          3758.116       2858.174       13.2630423257234 4.26304232572338
13,15          3759.116       2858.174       13.2040134355329 4.20401343553294
13,16          3760.116       2858.174       13.1157255853501 4.11572558535006
13,17          3761.116       2858.174       13.0727566524033 4.07275665240326
13,18          3762.116       2858.174       13.0484664320006 4.04846643200059
13,19          3763.116       2858.174       13.0582615274119 4.05826152741193
13,20          3764.116       2858.174       13.0652818585336 4.06528185853356
13,21          3765.116       2858.174       13.0062030497451 4.00620304974505
13,22          3766.116       2858.174       13.0000385653188 4.00003856531877
13,23          3767.116       2858.174       12.998395576451 3.99839557645096
13,24          3768.116       2858.174       12.9021551508939 3.90215515089385
13,25          3769.116       2858.174       12.6934444325247 3.69344443252465
13,26          3770.116       2858.174       12.3994804749016 3.3994804749016
13,27          3771.116       2858.174       12.1207890658739 3.12078906587389
13,28          3772.116       2858.174       11.8806337021174 2.88063370211737
13,29          3773.116       2858.174       11.6803117769662 2.68031177696622
13,30          3774.116       2858.174       11.4166491335969 2.41664913359694
13,31          3775.116       2858.174       11.1299819120616 2.12998191206156
13,32          3776.116       2858.174       10.9042604902638 1.90426049026378
13,33          3777.116       2858.174       10.9240260522772 1.92402605227723
13,34          3778.116       2858.174       11.0379795623234 2.03797956232343
13,35          3779.116       2858.174       11.0584931997412 2.05849319974115
13,36          3780.116       2858.174       11.1009693740838 2.10096937408378
13,37          3781.116       2858.174       11.1094907981038 2.10949079810377
13,38          3782.116       2858.174       11.0749562708313 2.07495627083127
13,39          3783.116       2858.174       11.0259517522606 2.02595175226055
13,40          3784.116       2858.174       10.9308496093595 1.93084960935954
13,41          3785.116       2858.174       10.9031098517213 1.90310985172132
13,42          3786.116       2858.174       11.0372649563876 2.03726495638763
13,43          3787.116       2858.174       11.2095787044622 2.20957870446216
13,44          3788.116       2858.174       11.5058898879095 2.50588988790953
13,45          3789.116       2858.174       11.6119779786383 2.6119779786383
13,46          3790.116       2858.174       11.438417629412 2.43841762941204
13,47          3791.116       2858.174       11.3681313718388 2.36813137183879
13,48          3792.116       2858.174       11.4421208301439 2.44212083014386
13,49          3793.116       2858.174       11.7070718478144 2.70707184781441
13,50          3794.116       2858.174       11.7668901633506 2.76689016335063
13,51          3795.116       2858.174       11.5109334327593 2.51093343275934
13,52          3796.116       2858.174       11.3509917473198 2.35099174731976
13,53          3797.116       2858.174       11.2629279341743 2.26292793417432
13,54          3798.116       2858.174       11.1623222599016 2.16232225990161
14,1           3745.116       2859.174       11.733044891449 2.73304489144896
14,2           3746.116       2859.174       12.035958103449 3.03595810344896
14,3           3747.116       2859.174       12.3244989985997 3.32449899859965
14,4           3748.116       2859.174       12.4719140913895 3.47191409138953
14,5           3749.116       2859.174       12.520108982974 3.52010898297398
14,6           3750.116       2859.174       12.5372447779361 3.53724477793611
14,7           3751.116       2859.174       12.5655128418654 3.56551284186538
14,8           3752.116       2859.174       12.6422513695535 3.64225136955348
14,9           3753.116       2859.174       12.7601445579462 3.76014455794617
14,10          3754.116       2859.174       12.8168394127889 3.81683941278887
14,11          3755.116       2859.174       12.8462483582763 3.8462483582763
14,12          3756.116       2859.174       12.9003328439238 3.90033284392382
14,13          3757.116       2859.174       12.9471806011036 3.94718060110362
14,14          3758.116       2859.174       12.9631633003936 3.96316330039364
14,15          3759.116       2859.174       12.9409599722058 3.94095997220581
14,16          3760.116       2859.174       12.8959291557567 3.89592915575672
14,17          3761.116       2859.174       12.8519283553518 3.8519283553518
14,18          3762.116       2859.174       12.8435559322159 3.84355593221589
14,19          3763.116       2859.174       12.8737171439964 3.87371714399637
14,20          3764.116       2859.174       12.8426466568793 3.84264665687932
14,21          3765.116       2859.174       12.741051474775 3.74105147477498
14,22          3766.116       2859.174       12.6923395746489 3.69233957464885
14,23          3767.116       2859.174       12.6545163522956 3.65451635229557
14,24          3768.116       2859.174       12.5582042574712 3.55820425747119
14,25          3769.116       2859.174       12.3983592397433 3.39835923974332
14,26          3770.116       2859.174       12.1791099116439 3.17910991164391
14,27          3771.116       2859.174       11.9550805705768 2.95508057057679
14,28          3772.116       2859.174       11.7639047885848 2.76390478858479
14,29          3773.116       2859.174       11.5904251638732 2.59042516387324
14,30          3774.116       2859.174       11.3154966015983 2.31549660159831
14,31          3775.116       2859.174       10.9186507108006 1.9186507108006
14,32          3776.116       2859.174       10.6908486169676 1.69084861696759
14,33          3777.116       2859.174       10.8359993559471 1.83599935594709
14,34          3778.116       2859.174       10.9979109743334 1.9979109743334
14,35          3779.116       2859.174       11.0394521165479 2.0394521165479
14,36          3780.116       2859.174       11.0811437997956 2.08114379979555
14,37          3781.116       2859.174       11.0980645214871 2.09806452148713
14,38          3782.116       2859.174       11.0986160229509 2.09861602295093
14,39          3783.116       2859.174       11.0942405787792 2.09424057877922
14,40          3784.116       2859.174       11.0752522728571 2.07525227285707
14,41          3785.116       2859.174       11.0567100967016 2.05671009670165
14,42          3786.116       2859.174       11.1252878962909 2.12528789629093
14,43          3787.116       2859.174       11.2438839182028 2.24388391820277
14,44          3788.116       2859.174       11.3959149130506 2.39591491305063
14,45          3789.116       2859.174       11.4604223572689 2.46042235726887
14,46          3790.116       2859.174       11.3938090820504 2.39380908205041
14,47          3791.116       2859.174       11.3687956535609 2.36879565356091
14,48          3792.116       2859.174       11.4694808730806 2.46948087308055
14,49          3793.116       2859.174       11.7438995680286 2.74389956802858
14,50          3794.116       2859.174       11.8028618709249 2.80286187092493
14,51          3795.116       2859.174       11.5711125394806 2.57111253948061
14,52          3796.116       2859.174       11.4162230863509 2.41622308635087
14,53          3797.116       2859.174       11.3227922423387 2.32279224233868
14,54          3798.116       2859.174       11.2472202615063 2.24722026150625
14,55          3799.116       2859.174       11.189532932965 2.18953293296497
15,2           3746.116       2860.174       11.9515931421716 2.95159314217161
15,3           3747.116       2860.174       12.2246598149518 3.22465981495175
15,4           3748.116       2860.174       12.357933584559 3.35793358455901
15,5           3749.116       2860.174       12.3794496964162 3.37944969641624
15,6           3750.116       2860.174       12.4133898857698 3.41338988576977
15,7           3751.116       2860.174       12.4521772342351 3.45217723423505
15,8           3752.116       2860.174       12.4889425151802 3.48894251518017
15,9           3753.116       2860.174       12.614504985751 3.61450498575105
15,10          3754.116       2860.174       12.7030935741521 3.70309357415209
15,11          3755.116       2860.174       12.7295456555494 3.72954565554937
15,12          3756.116       2860.174       12.7747572247815 3.77475722478153
15,13          3757.116       2860.174       12.7581285408661 3.75812854086612
15,14          3758.116       2860.174       12.7412618695958 3.74126186959585
15,15          3759.116       2860.174       12.7498439932677 3.74984399326769
15,16          3760.116       2860.174       12.7222252377168 3.72222523771681
15,17          3761.116       2860.174       12.674348480308 3.67434848030802
15,18          3762.116       2860.174       12.6655315704031 3.66553157040314
15,19          3763.116       2860.174       12.683382356773 3.68338235677298
15,20          3764.116       2860.174       12.6323066185294 3.63230661852941
15,21          3765.116       2860.174       12.5158760839019 3.51587608390187
15,22          3766.116       2860.174       12.4281812773067 3.4281812773067
15,23          3767.116       2860.174       12.41459031656 3.41459031656003
15,24          3768.116       2860.174       12.3675772509551 3.36757725095514
15,25          3769.116       2860.174       12.2164139371019 3.21641393710193
15,26          3770.116       2860.174       12.0172556331698 3.01725563316982
15,27          3771.116       2860.174       11.8170655776628 2.81706557766283
15,28          3772.116       2860.174       11.666409823868 2.66640982386802
15,29          3773.116       2860.174       11.4925358244965 2.4925358244965
15,30          3774.116       2860.174       11.2458201969507 2.24582019695069
15,31          3775.116       2860.174       10.9331293158977 1.93312931589765
15,32          3776.116       2860.174       10.815001891614 1.81500189161399
15,33          3777.116       2860.174       10.9478204416542 1.94782044165424
15,34          3778.116       2860.174       11.003394079843 2.00339407984296
15,35          3779.116       2860.174       10.9997381467248 1.99973814672479
15,36          3780.116       2860.174       10.9915810444854 1.99158104448538
15,37          3781.116       2860.174       11.022642274393 2.022642274393
15,38          3782.116       2860.174       11.0916856084696 2.09168560846965
15,39          3783.116       2860.174       11.1472422344709 2.14724223447085
15,40          3784.116       2860.174       11.1670464728015 2.16704647280154
15,41          3785.116       2860.174       11.1762521334299 2.17625213342988
15,42          3786.116       2860.174       11.2284247020665 2.22842470206652
15,43          3787.116       2860.174       11.2770278939023 2.27702789390227
15,44          3788.116       2860.174       11.3173751850414 2.31737518504144
15,45          3789.116       2860.174       11.3408978570486 2.34089785704862
15,46          3790.116       2860.174       11.3446669109521 2.34466691095211
15,47          3791.116       2860.174       11.3594386601725 2.35943866017251
15,48          3792.116       2860.174       11.4380546604703 2.43805466047034
15,49          3793.116       2860.174       11.562043917135 2.56204391713501
15,50          3794.116       2860.174       11.6137119672227 2.61371196722267
15,51          3795.116       2860.174       11.5621420030555 2.56214200305554
15,52          3796.116       2860.174       11.4672412021122 2.46724120211218
15,53          3797.116       2860.174       11.3647734905614 2.36477349056144
15,54          3798.116       2860.174       11.2763905431512 2.27639054315115
15,55          3799.116       2860.174       11.2286396045131 2.22863960451311
16,3           3747.116       2861.174       12.1422719459911 3.14227194599112
16,4           3748.116       2861.174       12.2547492055672 3.25474920556721
16,5           3749.116       2861.174       12.2366971875679 3.23669718756795
16,6           3750.116       2861.174       12.2348792869715 3.23487928697153
16,7           3751.116       2861.174       12.2773947636742 3.27739476367416
16,8           3752.116       2861.174       12.3265423300319 3.32654233003194
16,9           3753.116       2861.174       12.4699829709626 3.46998297096263
16,10          3754.116       2861.174       12.5836982910384 3.58369829103842
16,11          3755.116       2861.174       12.5992346163914 3.59923461639145
16,12          3756.116       2861.174       12.62390585163 3.62390585163005
16,13          3757.116       2861.174       12.6028971824319 3.60289718243194
16,14          3758.116       2861.174       12.6012445224512 3.60124452245124
16,15          3759.116       2861.174       12.6153953141643 3.61539531416429
16,16          3760.116       2861.174       12.5523813297168 3.55238132971676
16,17          3761.116       2861.174       12.4841579334732 3.48415793347316
16,18          3762.116       2861.174       12.4776999048529 3.47769990485289
16,19          3763.116       2861.174       12.4780277043575 3.47802770435752
16,20          3764.116       2861.174       12.4178692979917 3.41786929799166
16,21          3765.116       2861.174       12.3077287315645 3.30772873156452
16,22          3766.116       2861.174       12.2213991219662 3.22139912196617
16,23          3767.116       2861.174       12.2150325683748 3.21503256837476
16,24          3768.116       2861.174       12.2014041839564 3.20140418395638
16,25          3769.116       2861.174       12.0567262655646 3.05672626556462
16,26          3770.116       2861.174       11.855842235138 2.85584223513804
16,27          3771.116       2861.174       11.689429088328 2.68942908832803
16,28          3772.116       2861.174       11.5655607636341 2.56556076363411
16,29          3773.116       2861.174       11.4021249265998 2.40212492659983
16,30          3774.116       2861.174       11.2315939860248 2.23159398602482
16,31          3775.116       2861.174       11.1050484030463 2.10504840304633
16,32          3776.116       2861.174       11.0279425970754 2.02794259707543
16,33          3777.116       2861.174       11.0166391775105 2.01663917751051
16,34          3778.116       2861.174       11.0165491300493 2.01654913004929
16,35          3779.116       2861.174       10.9769755806345 1.97697558063451
16,36          3780.116       2861.174       10.8950296335228 1.89502963352282
16,37          3781.116       2861.174       10.9426582714456 1.94265827144558
16,38          3782.116       2861.174       11.0948867162351 2.09488671623507
16,39          3783.116       2861.174       11.1902953159196 2.1902953159196
16,40          3784.116       2861.174       11.2621360953308 2.26213609533083
16,41          3785.116       2861.174       11.3825537469571 2.38255374695713
16,42          3786.116       2861.174       11.3996733184577 2.39967331845772
16,43          3787.116       2861.174       11.3277828244357 2.32778282443566
16,44          3788.116       2861.174       11.322442582845 2.32244258284496
16,45          3789.116       2861.174       11.3256840366002 2.3256840366002
16,46          3790.116       2861.174       11.3337654950496 2.33376549504962
16,47          3791.116       2861.174       11.3533990143193 2.35339901431932
16,48          3792.116       2861.174       11.4080559778678 2.40805597786776
16,49          3793.116       2861.174       11.5260908434914 2.52609084349144
16,50          3794.116       2861.174       11.6347178451303 2.63471784513032
16,51          3795.116       2861.174       11.6389047078008 2.63890470780081
16,52          3796.116       2861.174       11.5466913698523 2.54669136985225
16,53          3797.116       2861.174       11.4192883227029 2.41928832270286
16,54          3798.116       2861.174       11.2953258861073 2.29532588610729
16,55          3799.116       2861.174       11.2130813028746 2.21308130287462
17,5           3749.116       2862.174       12.085756714198 3.08575671419799
17,6           3750.116       2862.174       12.0130791896478 3.01307918964778
17,7           3751.116       2862.174       12.0487204955987 3.04872049559869
17,8           3752.116       2862.174       12.1588354325753 3.15883543257526
17,9           3753.116       2862.174       12.321881467879 3.32188146787901
17,10          3754.116       2862.174       12.4586196003888 3.45861960038884
17,11          3755.116       2862.174       12.4811338245713 3.48113382457127
17,12          3756.116       2862.174       12.4704031652731 3.47040316527306
17,13          3757.116       2862.174       12.4596263492059 3.45962634920595
17,14          3758.116       2862.174       12.4983629302793 3.4983629302793
17,15          3759.116       2862.174       12.5329342426902 3.53293424269022
17,16          3760.116       2862.174       12.4216514647334 3.42165146473337
17,17          3761.116       2862.174       12.3247393026168 3.32473930261682
17,18          3762.116       2862.174       12.3186277953706 3.31862779537064
17,19          3763.116       2862.174       12.2847615384367 3.2847615384367
17,20          3764.116       2862.174       12.1799967574238 3.17999675742377
17,21          3765.116       2862.174       12.0804671972733 3.08046719727327
17,22          3766.116       2862.174       12.0333403673242 3.03334036732421
17,23          3767.116       2862.174       12.0107331044889 3.01073310448894
17,24          3768.116       2862.174       11.9763299006671 2.97632990066712
17,25          3769.116       2862.174       11.8237530369108 2.82375303691085
17,26          3770.116       2862.174       11.625597928564 2.62559792856404
17,27          3771.116       2862.174       11.5049401800012 2.50494018000121
17,28          3772.116       2862.174       11.449970448187 2.44997044818697
17,29          3773.116       2862.174       11.3495982745234 2.34959827452341
17,30          3774.116       2862.174       11.237222650046 2.23722265004601
17,31          3775.116       2862.174       11.1442234627564 2.14422346275636
17,32          3776.116       2862.174       11.077229597737 2.07722959773697
17,33          3777.116       2862.174       11.0279981524693 2.02799815246929
17,34          3778.116       2862.174       11.0145817774673 2.0145817774673
17,35          3779.116       2862.174       11.0156328460761 2.0156328460761
17,36          3780.116       2862.174       10.9609814210992 1.96098142109917
17,37          3781.116       2862.174       11.0085409700074 2.00854097000739
17,38          3782.116       2862.174       11.1527496362957 2.1527496362957
17,39          3783.116       2862.174       11.2342701625415 2.23427016254149
17,40          3784.116       2862.174       11.3221677634404 2.32216776344036
17,41          3785.116       2862.174       11.4870046104098 2.48700461040977
17,42          3786.116       2862.174       11.4999208700685 2.49992087006851
17,43          3787.116       2862.174       11.3951124541496 2.39511245414963
17,44          3788.116       2862.174       11.3598943047139 2.35989430471395
17,45          3789.116       2862.174       11.3410249555899 2.34102495558989
17,46          3790.116       2862.174       11.335841168089 2.33584116808901
17,47          3791.116       2862.174       11.3499865126095 2.34998651260946
17,48          3792.116       2862.174       11.4107547507981 2.41075475079813
17,49          3793.116       2862.174       11.5483352817635 2.54833528176354
17,50          3794.116       2862.174       11.7615008781555 2.76150087815551
17,51          3795.116       2862.174       11.8384845529392 2.8384845529392
17,52          3796.116       2862.174       11.6584683049408 2.65846830494079
17,53          3797.116       2862.174       11.4479711543331 2.44797115433307
17,54          3798.116       2862.174       11.2868604944951 2.28686049449511
17,55          3799.116       2862.174       11.1580326520757 2.15803265207566
18,6           3750.116       2863.174       11.7330908207152 2.73309082071523
18,7           3751.116       2863.174       11.6745237028646 2.67452370286462
18,8           3752.116       2863.174       11.8885031228074 2.88850312280742
18,9           3753.116       2863.174       12.1388018722585 3.13880187225845
18,10          3754.116       2863.174       12.3108839888853 3.31088398888527
18,11          3755.116       2863.174       12.3807125333715 3.38071253337151
18,12          3756.116       2863.174       12.3596555024178 3.35965550241782
18,13          3757.116       2863.174       12.3410155413537 3.34101554135368
18,14          3758.116       2863.174       12.3444344744586 3.3444344744586
18,15          3759.116       2863.174       12.3609458860767 3.36094588607667
18,16          3760.116       2863.174       12.2899349100701 3.28993491007012
18,17          3761.116       2863.174       12.2059433752184 3.2059433752184
18,18          3762.116       2863.174       12.1551741617065 3.15517416170654
18,19          3763.116       2863.174       12.039159310334 3.03915931033398
18,20          3764.116       2863.174       11.8738340891461 2.87383408914608
18,21          3765.116       2863.174       11.8037682947133 2.80376829471333
18,22          3766.116       2863.174       11.8178989496785 2.81789894967852
18,23          3767.116       2863.174       11.8095706214339 2.80957062143389
18,24          3768.116       2863.174       11.7530558788846 2.75305587888458
18,25          3769.116       2863.174       11.5538933979927 2.55389339799274
18,26          3770.116       2863.174       11.1883308264924 2.18833082649243
18,27          3771.116       2863.174       11.151656264697 2.15165626469696
18,28          3772.116       2863.174       11.3226496771903 2.32264967719032
18,29          3773.116       2863.174       11.2768087449596 2.27680874495957
18,30          3774.116       2863.174       11.2046213377694 2.20462133776939
18,31          3775.116       2863.174       11.1045132703597 2.10451327035966
18,32          3776.116       2863.174       11.0034266698323 2.00342666983229
18,33          3777.116       2863.174       10.967182704901 1.96718270490102
18,34          3778.116       2863.174       11.009498731031 2.00949873103101
18,35          3779.116       2863.174       11.0789864662972 2.07898646629716
18,36          3780.116       2863.174       11.1049352542987 2.10493525429874
18,37          3781.116       2863.174       11.1533724797149 2.1533724797149
18,38          3782.116       2863.174       11.2315927130323 2.23159271303227
18,39          3783.116       2863.174       11.2550149653361 2.2550149653361
18,40          3784.116       2863.174       11.3024828205879 2.30248282058789
18,41          3785.116       2863.174       11.4268073589202 2.42680735892024
18,42          3786.116       2863.174       11.539410282089 2.53941028208897
18,43          3787.116       2863.174       11.5066892765204 2.50668927652035
18,44          3788.116       2863.174       11.4096422825241 2.4096422825241
18,45          3789.116       2863.174       11.3624572458067 2.36245724580666
18,46          3790.116       2863.174       11.3419558004768 2.34195580047684
18,47          3791.116       2863.174       11.3578096603892 2.35780966038923
18,48          3792.116       2863.174       11.4253887896063 2.42538878960626
18,49          3793.116       2863.174       11.5451452993467 2.54514529934669
18,50          3794.116       2863.174       11.7845998247977 2.78459982479774
18,51          3795.116       2863.174       11.8892558369466 2.88925583694661
18,52          3796.116       2863.174       11.6655755498791 2.6655755498791
18,53          3797.116       2863.174       11.4096960480727 2.40969604807268
18,54          3798.116       2863.174       11.195424680819 2.19542468081897
18,55          3799.116       2863.174       11.0243243036861 2.02432430368609
19,7           3751.116       2864.174       11.3958973823589 2.39589738235889
19,8           3752.116       2864.174       11.6484327018139 2.64843270181395
19,9           3753.116       2864.174       11.9852162663528 2.98521626635275
19,10          3754.116       2864.174       12.1645080723535 3.16450807235354
19,11          3755.116       2864.174       12.2484422059135 3.24844220591348
19,12          3756.116       2864.174       12.2487352790288 3.24873527902884
19,13          3757.116       2864.174       12.1712722185942 3.17127221859417
19,14          3758.116       2864.174       12.0696876485142 3.06968764851419
19,15          3759.116       2864.174       12.0660809496377 3.0660809496377
19,16          3760.116       2864.174       12.0962170375456 3.09621703754559
19,17          3761.116       2864.174       12.0491161284453 3.04911612844526
19,18          3762.116       2864.174       11.9576962595141 2.95769625951414
19,19          3763.116       2864.174       11.7391241304228 2.73912413042284
19,20          3764.116       2864.174       11.4632660607962 2.4632660607962
19,21          3765.116       2864.174       11.4461826196897 2.44618261968971
19,22          3766.116       2864.174       11.5849215365464 2.58492153654643
19,23          3767.116       2864.174       11.6302820567029 2.63028205670291
19,24          3768.116       2864.174       11.5925953040564 2.59259530405641
19,25          3769.116       2864.174       11.4323780515295 2.43237805152952
19,26          3770.116       2864.174       11.0969764289458 2.09697642894576
19,27          3771.116       2864.174       11.0616253548075 2.06162535480746
19,28          3772.116       2864.174       11.2345293025857 2.23452930258565
19,29          3773.116       2864.174       11.2051751211485 2.20517512114845
19,30          3774.116       2864.174       11.1457766473629 2.14577664736289
19,31          3775.116       2864.174       11.0289854102913 2.02898541029125
19,32          3776.116       2864.174       10.7197581231295 1.71975812312946
19,33          3777.116       2864.174       10.6876361216194 1.68763612161939
19,34          3778.116       2864.174       10.9675128114262 1.96751281142624
19,35          3779.116       2864.174       11.0944920186744 2.09449201867438
19,36          3780.116       2864.174       11.1795925826039 2.17959258260392
19,37          3781.116       2864.174       11.306979238717 2.30697923871697
19,38          3782.116       2864.174       11.3674874483486 2.3674874483486
19,39          3783.116       2864.174       11.2909760487787 2.2909760487787
19,40          3784.116       2864.174       11.2703098488077 2.27030984880768
19,41          3785.116       2864.174       11.3672904515376 2.36729045153757
19,42          3786.116       2864.174       11.5152536056146 2.51525360561455
19,43          3787.116       2864.174       11.573645264375 2.57364526437502
19,44          3788.116       2864.174       11.5008423844942 2.50084238449419
19,45          3789.116       2864.174       11.3998865983237 2.39988659832368
19,46          3790.116       2864.174       11.3525054482336 2.35250544823356
19,47          3791.116       2864.174       11.3972141798097 2.39721417980971
19,48          3792.116       2864.174       11.4581595731896 2.45815957318957
19,49          3793.116       2864.174       11.4948384692697 2.49483846926972
19,50          3794.116       2864.174       11.5882534186362 2.58825341863622
19,51          3795.116       2864.174       11.6272654907488 2.62726549074879
19,52          3796.116       2864.174       11.499166516143 2.49916651614301
19,53          3797.116       2864.174       11.3036078730157 2.30360787301567
19,54          3798.116       2864.174       11.0393691772728 2.03936917727278
19,55          3799.116       2864.174       10.776450459283 1.77645045928299
20,10          3754.116       2865.174       12.0534122970804 3.05341229708041
20,11          3755.116       2865.174       12.0785831316207 3.07858313162072
20,12          3756.116       2865.174       12.1110713541553 3.11107135415532
20,13          3757.116       2865.174       11.9524414724272 2.95244147242724
20,14          3758.116       2865.174       11.5410533803436 2.54105338034357
20,15          3759.116       2865.174       11.5488377941823 2.54883779418233
20,16          3760.116       2865.174       11.8817032107269 2.88170321072689
20,17          3761.116       2865.174       11.9105140876503 2.91051408765034
20,18          3762.116       2865.174       11.8081418040135 2.80814180401354
20,19          3763.116       2865.174       11.5569312674162 2.55693126741619
20,20          3764.116       2865.174       11.234602795653 2.23460279565298
20,21          3765.116       2865.174       11.170159589572 2.17015958957202
20,22          3766.116       2865.174       11.3573002167949 2.35730021679492
20,23          3767.116       2865.174       11.4962039965099 2.49620399650986
20,24          3768.116       2865.174       11.5076175431902 2.50761754319019
20,25          3769.116       2865.174       11.439498584154 2.43949858415402
20,26          3770.116       2865.174       11.3325197462311 2.33251974623107
20,27          3771.116       2865.174       11.2424668151335 2.24246681513348
20,28          3772.116       2865.174       11.2205092603422 2.22050926034224
